uid,type,SBU（部门）,PRD号码,产品名称,巴斯夫产品名称,产品别名,默认商店,线上购买链接,品牌,产品描述,产品分类,化学成分,外观,行业,特性和优点,应用行业,注册国家,"固含量
（%）",稀释剂[浓度],含水量,官能度，计算值,"分子量 
(Mw)","粘度, 25?C
(mPa.s)","粘度, 23?C
(Pa.s)",%NCO,K值,氯质量分数(%),酸值 （mg KOH/g）,"密度, 25?C (g/cm3)",玻璃化温度(?C),胺值 （mg KOH/g）,"pH 
(25oC)",最低成膜温度 (℃),冻融稳定性(-5 °C),羟值（mg KOH/g solids）,羟基含量（%基于固含）,软化点 (oC),VOC,粒径大小 nm,细度,色度 （Gardner),溶剂,包装,产地,样品包装,推荐配方
1,default,ED2,30054540,Irganox? B 225,Irganox? B 225,Irganox? B 225,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,61,有机亚磷酸酯和受阻酚的复合型抗氧化剂,36,Irganox? 1010和Irgafos? 168的混合物,白色粉末,"4,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,20kg  |  36x20kg  |  ,,,
1,default,ED2,30229846,Irganox? PS 802 FL,Irganox? PS 802 FL,Irganox? PS 802 FL,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,61,,36,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  |  30x20kg  |  ,,,
1,default,ED2,30482786,Lignostab? 1198,Lignostab? 1198,Lignostab? 1198,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,62,木材预处理用光稳定剂,35,,桔色片状固体,4,,,,100,,,,,,,,,,,1.03,,,,,,,,,,,,,,,,"55830878,0,6",
1,default,ED2,30041975,Loxanol? CA 5308,Loxanol? CA 5308,Loxanol? CA 5308,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,63,高效成膜助剂，使用各类水性涂料,34,混合二酸二异丁酯,无色液体,"67,4,68",,,,100,,,,,6,,,,,,,,,,,,,,,,,,,,200kg,,"50365300,0,8#50365478,0,5",
1,default,ED2,30534880,Loxanol? CA 5310,Loxanol? CA 5310,Loxanol? CA 5310,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,63,基于可再生原材料的高效成膜助剂，提高耐擦洗和增稠效率,34,丙二醇单油酸酯,透明到微浑黄色液体,"67,4,68",,,,100,,,,,30,,,,,,0.91,,,,,,,,,,,,,,,,"50379587,0,8#50379586,0,5",
1,default,ED2,30528203,Loxanol? CA 5330,Loxanol? CA 5330,Loxanol? CA 5330,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,63,基于可再生原材料的高效成膜助剂,34,脂肪酸甲酯,无色到微黄液体,"67,4,68",,,,100,,,,,4,,,,,,,,,,,,,,,,,,,,175kg,,"50394599,0,8#50394597,0,5",
1,default,ED2,30530452,Loxanol? MI 6627,Loxanol? MI 6627,Loxanol? MI 6627,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,63,高效防闪锈助剂，与磷酸锌协同作用,34,有机氮化合物的锌盐,白色粉末,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45kg,,"50379620,0,8#50379619,0,5",
1,default,ED2,30564790,Loxanol? MI 6730,Loxanol? MI 6730,Loxanol? MI 6730,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,63,针对各种基材的附着力促进剂,34,聚乙烯亚胺水溶液,透明，无色至浅黄色液体,"4,7,68",,,,50,,,,,,,,,,,1.09,,,11,,,,,,,,,,,120kg,,"50282462,0,1kg",
1,default,ED2,30564879,Loxanol? MI 6735,Loxanol? MI 6735,Loxanol? MI 6735,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,63,针对各种基材的附着力促进剂,34,聚乙烯亚胺,无色透明液体,"4,7,68",,,,100,,,,,15500,,,,,,,,,,,,,,,,,,,,120kg,,"50442592,0,8",
1,default,ED2,30041233,Loxanol? MI 6840,Loxanol? MI 6840,Loxanol? MI 6840,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,63,疏水剂，提高耐水性,34,石蜡乳液,白色液体,"67,4,68",,,,63,,,,,350,,,,,,0.98,,,9,,,,,,,,,,,110kg  |  960kg  |  ,,"50089990,0,1kg",
1,default,ED2,30601044,Loxanol? OT 5853,Loxanol? OT 5853,Loxanol? OT 5853,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,63,高效开放时间延长剂，防止或减少砂浆开裂,34,油脂化合物的水性乳液,白色液体,"67,4,",,,,30,,,,,1000,,,,,,0.97,,,,,,,,,,,,,,200kg  |  950kg  |  ,,"50372575,0,8#50372576,0,5",
1,default,ED2,30041992,Loxanol? PL 5060,Loxanol? PL 5060,Loxanol? PL 5060,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,63,适用于水性聚合物乳液体系的高效增塑剂,34,聚丙二醇烷基苯基醚,无色液体,"67,4,68",,,,100,,,,,94,,,,,,,,,,,,,,,,,,,,120kg,,"50379632,0,8#50379633,0,5",
1,default,ED2,30584782,Rheovis? AS 1125 AY,Rheovis? AS 1125 AY,Rheovis? AS 1125 AY,1,https://detail.1688.com/offer/577606917840.html,64,低剪切增稠，经济型碱溶胀增稠剂,32,离子型聚丙烯酸共聚物,白色乳液,6768,,,,25,,,,,17,,,,,,,,,2.8,,,,,,,,,,,200kg  |  1000kg  |  ,,"50365309,0,8#50365460,0,5",
1,default,ED2,30472829,Rheovis? AS 1130,Rheovis? AS 1130,Rheovis? AS 1130,1,https://detail.1688.com/offer/577610873361.html,64,低剪切增稠，具银粉定向作用的碱溶胀增稠剂,32,离子型聚丙烯酸共聚物,白色乳液,4,,,,30,,,,,5,,,,,,,,,,,,,,,,,,,,25kg  |  220kg  |  1000kg,,"50365313,0,8#50365564,0,5",
1,default,ED2,30738149,Rheovis? AS 1189,Rheovis? AS 1189,Rheovis? AS 1189,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,64,低剪切增稠，可用于PH值4-12范围,32,离子型聚丙烯酸共聚物,白色乳液,"67,4,68",,,,63,,,,,500,,,,,,1.18,,,,,,,,,,,,,,130kg,,"50661198,0,8",
1,default,ED2,30217084,Rheovis? AS 1956,Rheovis? AS 1956,Rheovis? AS 1956,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,64,低剪切增稠，微粒化,32,离子型聚丙烯酸共聚物,粉末,"67,4,68",,,,85,,,,,,,,,,,,,,,,,,,,,,,,,25kg,,"50365314,0,8",
1,default,ED2,30483457,Rheovis? HS 1152,Rheovis? HS 1152,Rheovis? HS 1152,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,64,疏水改性碱溶胀增稠剂,32,疏水改性碱溶胀增稠剂,白色乳液,"67,4,68",,,,40,,,,,,,,,,,,,,,,,,,,,,,,,220kg,,"50365315,0,8#50365573,0,5",
1,default,ED2,30478951,Rheovis? HS 1162,Rheovis? HS 1162,Rheovis? HS 1162,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,64,疏水改性碱溶胀增稠剂,32,疏水改性碱溶胀增稠剂,白色乳液,"67,4,68",,,,35,,,,,50,,,,,,,,,,,,,,,,,,,,,,"50365316,0,8",
1,default,ED2,30485636,Rheovis? HS 1212,Rheovis? HS 1212,Rheovis? HS 1212,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,64,疏水改性碱溶胀增稠剂,32,疏水改性碱溶胀增稠剂,白色乳液,"67,4,",,,,40,,,,,5,,,,,,,,,,,,,,,,,,,,220kg,,"50365318,0,8#50365574,0,5",
1,default,ED2,30660377,Rheovis? HS 1303,Rheovis? HS 1303,Rheovis? HS 1303,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,64,疏水改性碱溶胀增稠剂,32,疏水改性碱溶胀增稠剂,白色乳液,"67,4,",,,,25,,,,,50,,,,,,,,,,,,,,,,,,,,,,"50484798,0,8",
1,default,ED2,30537149,Rheovis? PE 1331,Rheovis? PE 1331,Rheovis? PE 1331,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,64,疏水改性聚醚增稠剂,32,聚醚水溶液,透明到微浑液体,"67,4,",,,,21,,,,,2300,,,,,,,,,,,,,,,,,,,,204kg,,"50365708,0,8#50365638,0,5",
1,default,ED2,30529286,Rheovis? PU 1190,Rheovis? PU 1190,Rheovis? PU 1190,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,64,强低剪切增稠剂，强假塑性,32,疏水改性聚氨酯增稠剂,白色液体,"67,4,68",,,,34,,,,,30000,,,,,,,,,,,,,,,,,,,,150kg,,"50365663,0,8#50365609,0,5",
1,default,ED2,30537489,Rheovis? PU 1191,Rheovis? PU 1191,Rheovis? PU 1191,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,64,强低剪切增稠剂，强假塑性,32,疏水改性聚氨酯增稠剂,白色液体,"67,4,68",,,,30,,,,,2700,,,,,,1.03,,,,,,,,,,,,,,220kg,,"50365709,0,8#50365640,0,5",
1,default,ED2,30529274,Rheovis? PU 1214,Rheovis? PU 1214,Rheovis? PU 1214,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,64,中剪切增稠剂，高低剪切平衡,32,疏水改性聚氨酯增稠剂,白色液体,"67,4,",,,,40,,,,,3500,,,,,,1.07,,,7,,,,,,,,,,,150kg,,"50365333,0,8#50365161,0,5",
1,default,ED2,30617747,Rheovis? PU 1250 NC,Rheovis? PU 1250 NC,Rheovis? PU 1250 NC,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,64,中剪切增稠剂，提供效果颜料最佳定向,32,疏水改性聚氨酯增稠剂,不透明带黄色液体,"67,4,",,,,40,,,,,,,,,,,1.07,,,,,,,,,,,,,,12kg,,"50365712,0,8",
1,default,ED2,30534678,Rheovis? PU 1251,Rheovis? PU 1251,Rheovis? PU 1251,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,64,中剪切增稠剂，提供效果颜料最佳定向,32,疏水改性聚氨酯增稠剂,白色液体,"67,4,",,,,30,,,,,,,,,,,,,,,,,,,,,,,,,204kg,,"50365704,0,8#50365634,0,5",
1,default,ED2,30539264,Rheovis? PU 1291,Rheovis? PU 1291,Rheovis? PU 1291,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,64,零VOC中剪切增稠剂,32,疏水改性聚氨酯增稠剂,透明液体,"67,4,68",,,,40,,,,,2700,,,,,,1.04,,,,,,,,,,,,,,150kg,,"50365710,0,8#50365641,0,5",
1,default,ED2,30537731,Rheovis? PU 1331,Rheovis? PU 1331,Rheovis? PU 1331,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,64,高剪切增稠剂，流平性好,32,聚氨酯水溶液,白色液体,"67,4,",,,,18,,,,,4500,,,,,,1.03,,,,,,,,,,,,,,150kg,,"50365332,0,8#50365229,0,5",
1,default,ED2,30644480,Rheovis? PU 1341,Rheovis? PU 1341,Rheovis? PU 1341,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,64,高剪切增稠剂，流平性好,32,非离子表面活性剂改性聚氨酯水溶液,白色液体,"67,4,",,,,20,,,,,2800,,,,,,1.05,,,7,,,,,,,,,,,200kg,,"50475255,0,8#50475254,0,5",
1,default,ED2,30071730,Rheovis? VP 1231,Rheovis? VP 1231,Rheovis? VP 1231,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,64,可用作保护胶体，在PH值为5时发挥作用,32,乙烯基吡咯烷酮共聚物,液体,"67,4,68",,,,30,,,,,2200,,,,,,,,,,,,,,,,,,,,120kg,,"50379645,0,8",
1,default,ED2,30425316,Tinopal? NFW Liquid,Tinopal? NFW Liquid,Tinopal? NFW Liquid,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,65,用于水性涂料和光油的荧光增白剂,36,"4,4’-双(2-磺基苯乙烯基)-联苯二钠盐溶液",黄绿色液体,"67,4,7,68",,,,20,,,,,102,,,,,,1.17,,,,,,,,,,,,,,70kg,,"56442021,0,6",
1,default,ED2,30508888,Tinopal? OB CO,Tinopal? OB CO,Tinopal? OB CO,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,65,"是用于涂料,胶粘剂和油墨印刷的荧光增白剂",36,"2,5-双(5-叔丁基-1,3-苯并恶唑基)噻吩 ",黄色粉末,"4,7,68",,,,100,,,,,,,,,,,1.26,,,,,,,,,,,,,,  |  2x10kg  |  ,,"50151373,0,6",
1,default,ED2,30474777,Tinopal? SFP,Tinopal? SFP,Tinopal? SFP,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,65,用于彩色显影液，胶粘剂和荧光示踪剂的荧光增白剂,36,"2,2‘-[亚乙烯基双(3-磺酸-4,1-苯基)亚胺基[6-(二乙氨基)-1,3,5-三嗪-4,2-二)亚氨基]]双（苯基-1,4-二硫磺酸）六磺酸钠",浅黄色粉末,"4,7,68",,,,100,,,,,,,,,,,1.31,,,,,,,,,,,,,,25kg,,"55008000,0,1kg",
1,default,ED2,30487023,Tinuvin? 111 FDL,Tinuvin? 111 FDL,Tinuvin? 111 FDL,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,66,用于粉末涂料，包含摩擦带电活动,35,HALS混合物,浅黄色颗粒,"4,7,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,  |  2x20kg  |  ,,"56385364,0,1kg",
1,default,ED2,30080322,Tinuvin? 1130,Tinuvin? 1130,Tinuvin? 1130,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,66,用于中等性能的溶剂型和水性涂料（可能需要添加助溶剂）,35,"下物质的混合物：a）50％β-[3-（2-H-苯并三唑-2-基）-4-羟基-5-叔丁基苯基]-丙酸-聚乙二醇300-酯，b） 38％Bis {β-[3-（2-H-苯并三唑-2-基）-4-羟基-5叔丁基苯基]-丙酸}-聚乙二醇300-酯，和c）12％聚乙二醇
CAS 号: 104810-48-2",浅黄到琥珀色粘稠液体,"4,7,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,20kg  |  200kg  |  ,,"56424054,0,1kg#56424001,0,6",
1,default,ED2,30486716,Tinuvin? 123,Tinuvin? 123,Tinuvin? 123,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,66,非碱性，用于酸催化和氧化固化涂料；提高耐黄变性能,35,"癸二酸双（2,2,6,6-四甲基-1-（辛氧基）-4-哌啶基）酯
CAS 号: 129757-67-1",浅黄色液体,"4,7,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,20kg  |  180kg  |  ,,"56426227,0,6",
1,default,ED2,30659874,Tinuvin? 123-DW (N),Tinuvin? 123-DW (N),Tinuvin? 123-DW (N),1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,66,用于水性配方，与敏感乳液无相互作用,35,非碱性胺醚HALS,米白色乳液,"4,7,68",,,,30,,,,,,,,,,,,,,,,,,,,,,,,,20kg,,"50483744,0,1kg#50659484,0,0.2kg",
1,default,ED2,30472143,Tinuvin? 152,Tinuvin? 152,Tinuvin? 152,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,66,非迁移、反应式低碱性受阻胺自由基捕捉剂，用于塑料底材上,35,"2，4-双[N-丁基-N-（1-环己氧基-2，2，6，6，-四甲基哌啶-4-基）氨基] -6-（2- 羟乙胺）-1，3，5-三嗪
CAS号: 191743 _ 75 _ 6",米白色粉末,"4,7,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,  |  2x20kg  |  ,,"50111746,0,6",
1,default,ED2,30598591,Tinuvin? 249,Tinuvin? 249,Tinuvin? 249,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,66,低粘度和极低固有色；用于水性涂料时可能需添加助溶剂,35,哌啶衍生物,浅黄色液体,"4,7,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,20kg  |  180kg  |  ,,"50434972,0,6",
1,default,ED2,30671833,Tinuvin? 249-DW (N),Tinuvin? 249-DW (N),Tinuvin? 249-DW (N),1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,66,与敏感乳液无相互作用；不与酸性油漆成分相互作用,35,非碱性胺醚HALS,白色至浅褐色液体,"4,7,68",,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,"50659486,0,0.2kg",
1,default,ED2,30094960,Tinuvin? 292,Tinuvin? 292,Tinuvin? 292,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,66,碱性，可能与敏感乳液粘合剂相互作用,35,"a）癸二酸酯双（1,2,2,6,6-五甲基-4-哌啶基）＆b）癸二酸酯1,2,2,2,6,6-五甲基-4-哌啶基
CAS号：a）41556 _ 26 _ 7 b）82919 _ 37 _ 7",浅黄色液体,"4,7,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,20kg  |  200kg  |  ,,"56434813,0,1kg",
1,default,ED2,30193877,Tinuvin? 292 HP,Tinuvin? 292 HP,Tinuvin? 292 HP,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,66,适合修补漆涂料等颜色敏感应用,35,"双（1,2,2,6,6-五甲基-4-哌啶基）癸二酸酯和1,2,2,6,6-五甲基-4-哌啶基癸二酸甲酯的混合物",浅黄色液体,"4,7,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56431845,0,6",
1,default,ED2,30602382,Tinuvin? 326 (ED),Tinuvin? 326 (ED),Tinuvin? 326 (ED),1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,66,氯化红移，可在高达420nnm波长光波下使透射率<1%,35,苯并三唑衍生物,浅黄色粉末,"4,7,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,  |  2x20kg  |  ,,,
1,default,ED2,30074902,Tinuvin? 328,Tinuvin? 328,Tinuvin? 328,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,66,苯并三唑类紫外光吸收剂，紫外线吸收范围较宽,35,"2-（2H-苯并三唑-2-基）-4，6-二叔戊基苯酚
CAS号：25973 _ 55 _ 1",浅黄色粉末,"4,7,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,  |  2x20kg  |  ,,"56425220,0,1kg",
1,default,ED2,30484350,Tinuvin? 384-2,Tinuvin? 384-2,Tinuvin? 384-2,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,66,适合中高等耐候性要求，漆应用中对颜色的影响最小,35,"95％苯丙酸，3-（2H-苯并三唑-2-基）-5-（1，1-二甲基乙基）-4-羟基-，C7-9支链和直链烷基酯，5％1-甲氧基-2- 乙酸丙酯
CAS号：127519-17-9、108-65-6",浅黄色液体,"4,7,68",,,,95,,,,,,,,,,,,,,,,,,,,,,,,,  |  20kg  |  200kg,,"56412076,0,6",
1,default,ED2,30092124,Tinuvin? 400,Tinuvin? 400,Tinuvin? 400,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,66,蓝移，适合清漆高耐候性要求，包括UV固化体系,35,"2- [4-[（2-羟基-3-十二烷基苯基丙基）羟基] -2-羟基苯基] -4,6-双（2,4-二甲基苯基）- 1,3,5-三嗪和2- [4-[（2-羟基-3-三癸氧基丙基）羟基] -2-羟基苯基] -4,6-双（2,4- 二甲基苯基）-1,3,5-三嗪
CAS号：153519 _ 44 _ 9，107 _ 98 _ 2",浅黄色粘稠液体,"4,7,68",,,,85,,,,,,,,,,,,,,,,,,,,,,,,,20kg  |  200kg  |  ,,"50111268,0,6",
1,default,ED2,30660217,Tinuvin? 400-DW (N),Tinuvin? 400-DW (N),Tinuvin? 400-DW (N),1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,66,蓝移适合水性高性能应用；结合 Tinuvin? 479-DW 时光谱范围较大,35,2-羟基-苯基-s-三嗪衍生物,白色乳液,"4,7,68",,,,20,,,,,,,,,,,,,,,,,,,,,,,,,20kg,,"50484630,0,1kg#50659487,0,0.2kg",
1,default,ED2,30483787,Tinuvin? 405,Tinuvin? 405,Tinuvin? 405,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,66,蓝移，适合粉末清漆高耐候性要求，结合Tinuvin? 479光谱范围较大,35,2-羟基-苯基-s-三嗪衍生物,浅黄色粉末,"4,7,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,20kg,,"55945623,0,6",
1,default,ED2,30474950,Tinuvin? 460,Tinuvin? 460,Tinuvin? 460,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,66,红移，极高消光系数，可在370nnm波长光波下使透射率<1%,35,羟苯基三嗪紫外线吸收剂,浅黄色粉末,"4,7,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,20kg,,"55028087,0,6",
1,default,ED2,30479065,Tinuvin? 477,Tinuvin? 477,Tinuvin? 477,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,66,红移，适合木器涂料高耐候性要求，可在370nnm波长光波下使透射率<1%,35,羟基苯基-s-三嗪紫外线吸收剂，含18-20％的2-甲氧基-1-丙基乙酸酯,橙色_棕色液体,"4,7,68",,,,80,,,,,,,,,,,,,,,,,,,,,,,,,20kg,,"55430622,0,6",
1,default,ED2,30661158,Tinuvin? 477-DW (N),Tinuvin? 477-DW (N),Tinuvin? 477-DW (N),1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,66,红移 紫外光吸收剂，适用于高性能水性木器涂料,35,羟基苯基三嗪紫外线吸收剂,浅黄色乳液,"4,7,68",,,,20,,,,,,,,,,,,,,,,,,,,,,,,,20kg,,"50486344,0,1kg#50659488,0,0.2kg",
1,default,ED2,30481590,Tinuvin? 479,Tinuvin? 479,Tinuvin? 479,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,66,适用于清漆、粉末涂料或UV固化体系的最高耐候性要求，尤其薄涂层应用,35,羟苯基三嗪紫外线吸收剂,浅黄色结晶粉末,"4,7,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,20kg,,"55690057,0,6",
1,default,ED2,30668409,Tinuvin? 479-DW (N),Tinuvin? 479-DW (N),Tinuvin? 479-DW (N),1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,66,适用于水性清漆最高耐久性要求，特别适合薄膜应用,35,2-羟基-苯基-s-三嗪衍生物,浅黄色乳液,"4,7,68",,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,"50502846,0,6",
1,default,ED2,30482701,Tinuvin? 5050,Tinuvin? 5050,Tinuvin? 5050,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,66,紫外光吸收剂/受阻胺自由基捕捉剂混合物，适合溶剂型应用,35,2-（2-羟苯基）-苯并三唑UVA和碱性HALS的混合物,粘稠琥珀色液体,"4,7,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,20kg,,"55821338,0,6",
1,default,ED2,30472145,Tinuvin? 5060,Tinuvin? 5060,Tinuvin? 5060,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,66,紫外光吸收剂/非碱性受阻胺自由基捕捉剂，用于氧化固化涂料,35,苯并三唑UVA和非碱性HALS的混合物,粘稠琥珀色液体,"4,7,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,20kg,,"50111759,0,6",
1,default,ED2,30474982,Tinuvin? 5100,Tinuvin? 5100,Tinuvin? 5100,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,66,用于氧化固化涂料的非碱性受阻胺自由基捕捉剂,35,液体氨醚（不反应）HALS,黄色至棕色液体,"4,7,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,20kg,,"55032539,0,6",
1,default,ED2,30472146,Tinuvin? 5151,Tinuvin? 5151,Tinuvin? 5151,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,66,UVA/HALS混合物，用于溶剂型涂料，用于水性需添加助溶剂,35,亲水性2-（2-羟苯基）-苯并三唑UVA和碱性HALS的混合物,粘稠琥珀色液体,"4,7,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,20kg,,"50111765,0,6",
